pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url,file_name
MDExOlB1bGxSZXF1ZXN0MzI1MDQ0MDE4,[cudamapper] adding 1 fasta to another fasta mapping,MERGED,2019-10-06T15:23:36Z,2019-10-07T14:49:59Z,2019-10-07T14:49:59Z,2019-10-07T14:49:59Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/177,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI1ODE4MzY3,[cudamapper] improve error handling,MERGED,2019-10-08T15:03:38Z,2019-10-08T16:04:29Z,2019-10-08T16:04:25Z,2019-10-08T16:04:25Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/178,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI1ODQ3NzMy,Merge changes from ashg-2019 branch into release branch,MERGED,2019-10-08T16:05:24Z,2019-10-08T17:20:29Z,2019-10-08T17:20:24Z,2019-10-08T17:20:24Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/179,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI1ODg4NzA4,[cudamapper] enable formatting,MERGED,2019-10-08T17:51:08Z,2019-10-09T01:44:17Z,2019-10-09T01:44:12Z,2019-10-09T01:44:12Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/180,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MDMwMjQ5,Merge master into dev-v0.3.0 branch,MERGED,2019-10-09T01:46:06Z,2019-10-09T02:04:33Z,2019-10-09T02:04:33Z,2019-10-09T02:04:33Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/181,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MDM2MjA0,[io] add io namespace to fasta parser,MERGED,2019-10-09T02:19:47Z,2019-10-09T02:34:23Z,2019-10-09T02:34:23Z,2019-10-09T02:34:23Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/182,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MDM5NDUx,[docs] update cpp documentation for webpage,MERGED,2019-10-09T02:38:02Z,2019-10-09T02:55:06Z,2019-10-09T02:54:53Z,2019-10-09T02:54:53Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/183,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MDQyODQw,Release dev-v0.3.0 branch into master,MERGED,2019-10-09T02:55:46Z,2019-10-09T03:11:59Z,2019-10-09T03:11:59Z,2019-10-09T03:11:59Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/184,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MDQ4NTA0,[cga] update version number,MERGED,2019-10-09T03:25:20Z,2019-10-09T03:41:34Z,2019-10-09T03:41:24Z,2019-10-09T03:41:24Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/185,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2MzU4NDA4,[docs] update cudamapper html docs,MERGED,2019-10-09T17:10:25Z,2019-10-09T17:27:41Z,2019-10-09T17:27:20Z,2019-10-09T17:27:20Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/186,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2NjY0NTc5,Added cudamapper information to readme,CLOSED,2019-10-10T10:33:31Z,2020-03-24T17:19:07Z,2019-10-10T12:32:15Z,,vellamike,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/187,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI2NzEwODE4,Updated README to include information about cudamapper,MERGED,2019-10-10T12:31:56Z,2020-03-24T17:19:11Z,2019-10-10T12:41:13Z,2019-10-10T12:41:13Z,vellamike,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/188,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI3NDIyNjA4,[paf writer] add cigar string to paf output,MERGED,2019-10-12T03:55:21Z,2019-10-12T13:55:50Z,2019-10-12T13:55:50Z,2019-10-12T13:55:50Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/189,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzI3NDgwNTQ5,[cudamapper] Added CIGAR string generation using cudaaligner,CLOSED,2019-10-12T16:45:52Z,2020-03-23T11:18:44Z,2019-10-23T23:35:32Z,,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/190,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMwMTc0MjEx,Merge master into dev-v0.4.0,MERGED,2019-10-21T00:16:32Z,2019-10-21T00:21:13Z,2019-10-21T00:21:13Z,2019-10-21T00:21:13Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/191,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMwMTc0ODAw,Merge ashg hackathon changes into dev branch,MERGED,2019-10-21T00:22:34Z,2020-03-24T17:17:12Z,2019-10-21T00:56:28Z,2019-10-21T00:56:28Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/192,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMxMTA4ODM3,[cmake] remove fatal error when packaging not possible,MERGED,2019-10-22T17:23:31Z,2019-10-23T16:08:28Z,2019-10-23T16:08:08Z,2019-10-23T16:08:08Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/194,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMxODE3NzA1,[cudamapper] Added NVTX ranges for profiling,MERGED,2019-10-24T02:10:08Z,2019-10-30T22:00:59Z,2019-10-30T22:00:53Z,2019-10-30T22:00:52Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/196,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMzNTU0NTY4,[common] [cudaaligner] [cudamapper] [cudapoa] Fix constructor member initializer formatting - fixes #114,MERGED,2019-10-29T11:06:57Z,2021-02-24T03:36:01Z,2019-10-29T11:57:51Z,2019-10-29T11:57:51Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/197,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMzODA0MTMy,[cudapoa] fix max sequences per poa check,MERGED,2019-10-29T18:43:22Z,2019-11-09T22:08:57Z,2019-11-01T00:39:04Z,2019-11-01T00:39:04Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/198,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzMzODUxMjE3,[cudapoa] returning error when consensus/msa larger than max size,MERGED,2019-10-29T20:18:32Z,2019-11-09T22:09:00Z,2019-11-05T16:20:15Z,2019-11-05T16:20:15Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/199,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM0NDI0MDU5,#147 [cudapoa] combine benchmark singlebatch & multibatch into one binary,MERGED,2019-10-30T17:57:22Z,2019-10-31T13:44:03Z,2019-10-31T13:44:03Z,2019-10-31T13:44:03Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/200,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM1MDA0NjI1,[README] update clone instructions,MERGED,2019-10-31T16:15:35Z,2019-11-01T00:40:09Z,2019-11-01T00:40:02Z,2019-11-01T00:40:02Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/201,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM1NDk0NDI5,[3rdparty] turn off compiler warnings for spoa,MERGED,2019-11-01T16:03:54Z,2020-04-02T09:45:12Z,2019-11-01T16:57:25Z,2019-11-01T16:57:25Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/202,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM2MjI3OTU3,[cudaaligner] Combine benchmarks into a single binary,MERGED,2019-11-04T11:28:38Z,2019-11-04T19:04:16Z,2019-11-04T19:04:16Z,2019-11-04T19:04:16Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/203,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM2NDE0MTU3,Dev v0.4.0,CLOSED,2019-11-04T18:21:07Z,2019-11-04T18:38:14Z,2019-11-04T18:34:58Z,,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/204,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM4MDIwNjE0,Used pip instead of setuptools directly.,MERGED,2019-11-07T12:44:45Z,2019-11-11T14:14:21Z,2019-11-11T14:14:21Z,2019-11-11T14:14:21Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/207,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM4NzUzMDY4,[evaluate_paf] Updates to PAF evaluation script,MERGED,2019-11-08T16:24:10Z,2019-11-15T17:44:39Z,2019-11-15T17:44:38Z,2019-11-15T17:44:38Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/208,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM5MDkzOTcy,[cudapoa] add graph data structure,MERGED,2019-11-09T22:13:50Z,2019-11-15T14:22:29Z,2019-11-15T14:22:29Z,2019-11-15T14:22:29Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/209,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM5MzMxNDUz,[CI] Run CI locally,MERGED,2019-11-11T09:32:32Z,2019-11-13T15:39:04Z,2019-11-13T15:39:04Z,2019-11-13T15:39:04Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/210,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM5ODk0ODIz,[cmake] Add an option to disable doxygen documentation generation,MERGED,2019-11-12T12:54:14Z,2019-11-13T09:34:57Z,2019-11-13T00:28:34Z,2019-11-13T00:28:34Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/211,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzM5OTAzMjky,[common] fixed (unlikely) memleaks in fasta parser,MERGED,2019-11-12T13:15:32Z,2019-11-13T09:24:54Z,2019-11-12T14:53:01Z,2019-11-12T14:53:01Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/212,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQwNjk5MTI0,[cmake] fix documentation generation for modules,MERGED,2019-11-13T22:31:15Z,2019-11-13T23:54:47Z,2019-11-13T23:54:47Z,2019-11-13T23:54:47Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/213,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQwODIxNDMy,[cudamapper] overlapper optimizations,MERGED,2019-11-14T07:05:37Z,2019-11-27T22:27:43Z,2019-11-21T17:26:48Z,2019-11-21T17:26:48Z,akkamesh,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/214,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQxNTI4Mzc1,[cudamapper] New Index and Matcher implementation,MERGED,2019-11-15T15:50:28Z,2019-11-20T12:47:07Z,2019-11-19T15:22:27Z,2019-11-19T15:22:27Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/216,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQxNTM0MzI2,[cudamapper] Minimizer hashing,MERGED,2019-11-15T16:03:55Z,2019-11-19T14:38:54Z,2019-11-19T14:38:53Z,2019-11-19T14:38:53Z,vellamike,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/217,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQyNjAxMTY3,[cudaaligner] Added pairing string to FormattedAlignment,MERGED,2019-11-19T10:25:58Z,2019-12-02T13:27:52Z,2019-12-02T13:27:52Z,2019-12-02T13:27:51Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/219,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQyODAxNTM0,[CI] Use for loop insetad of find -exec to catch tests errors,MERGED,2019-11-19T17:32:01Z,2019-11-20T14:19:55Z,2019-11-20T14:19:54Z,2019-11-20T14:19:54Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/225,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQzMzQzODQ2,[cudamapper] IndexTwoIndices accepts hash_representations paramater,MERGED,2019-11-20T13:01:10Z,2019-11-20T13:54:44Z,2019-11-20T13:54:39Z,2019-11-20T13:54:39Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/226,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQzNDQ3NDk1,[cudapoa] python API for cudapoa graph,MERGED,2019-11-20T16:23:58Z,2019-11-26T12:23:14Z,2019-11-26T12:23:14Z,2019-11-26T12:23:13Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/227,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQzOTc1OTE5,[cudaaligner] Alignment: missing virtual dtor,MERGED,2019-11-21T11:15:37Z,2020-03-23T11:18:42Z,2019-11-22T19:38:11Z,2019-11-22T19:38:11Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/228,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0MTU0MjQ3,[cudamapper] Using new index/matcher,MERGED,2019-11-21T17:42:34Z,2019-11-22T15:26:45Z,2019-11-22T14:02:41Z,2019-11-22T14:02:41Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/229,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0NTM0Mzk0,[cudamapper] Remover old index and matcher implementations,MERGED,2019-11-22T14:07:30Z,2019-11-22T15:26:35Z,2019-11-22T14:25:32Z,2019-11-22T14:25:32Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/231,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0NTQ4NTUx,[cudamapper] Renamed new index and matcher,MERGED,2019-11-22T14:36:32Z,2019-11-22T15:27:00Z,2019-11-22T15:25:32Z,2019-11-22T15:25:32Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/232,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0NTkyMzYy,[pyclaragenomics] Fix setup --build_output_folder relative path issue,MERGED,2019-11-22T16:13:09Z,2019-11-22T18:38:18Z,2019-11-22T18:38:18Z,2019-11-22T18:38:17Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/233,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0NjMyMjI5,[cudaaligner] Temporary fix for issue #220,CLOSED,2019-11-22T17:56:07Z,2020-01-28T18:24:59Z,2019-11-27T16:45:18Z,,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/234,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0NjM1NzQx,[cudaaligner] Temporary hotfix on master for issue #220,MERGED,2019-11-22T18:05:57Z,2020-01-28T18:25:03Z,2019-11-26T13:10:58Z,2019-11-26T13:10:58Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/235,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ0ODk2ODI1,[pyclaragenomics] Refactor path resolution in setup script,MERGED,2019-11-24T11:21:13Z,2019-11-24T18:14:43Z,2019-11-24T18:14:43Z,2019-11-24T18:14:43Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/236,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ1NDA4MjA5,[pyclaragenomics] Create wheel package from pyclaragenomics,MERGED,2019-11-25T20:41:39Z,2019-11-27T23:18:54Z,2019-11-27T23:18:54Z,2019-11-27T23:18:54Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/238,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ1NzAyNDcz,[pyclaragenomics] `paf_eval` bugfix and lint,MERGED,2019-11-26T12:18:27Z,2019-11-27T05:32:45Z,2019-11-27T05:32:45Z,2019-11-27T05:32:45Z,vellamike,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/239,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2MzU5MTcy,[cudamapper] index_gpu: Remove the new_value_mask stage,MERGED,2019-11-27T17:41:44Z,2019-12-02T08:13:53Z,2019-12-02T08:13:47Z,2019-12-02T08:13:47Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/241,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2MzYyNjk5,[cudaaligner] Temporary fix issue220,MERGED,2019-11-27T17:51:47Z,2020-01-28T18:24:58Z,2019-11-27T19:14:57Z,2019-11-27T19:14:56Z,ahehn-nv,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/242,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2NDYzNTU1,[README] restructuring README,MERGED,2019-11-27T23:41:20Z,2019-11-27T23:41:29Z,2019-11-27T23:41:29Z,2019-11-27T23:41:29Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/243,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2NDYzNzU5,Merge dev-v0.4.0 into master,MERGED,2019-11-27T23:42:27Z,2019-11-28T00:46:50Z,2019-11-28T00:46:50Z,2019-11-28T00:46:50Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/244,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2NDc3NTE1,[docs] update checked in doxygen docs,MERGED,2019-11-28T00:53:58Z,2019-11-28T00:54:14Z,2019-11-28T00:54:09Z,2019-11-28T00:54:09Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/245,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ2NDgxNzc4,[sdk] update version to 0.5.0,MERGED,2019-11-28T01:15:45Z,2020-03-24T16:56:12Z,2019-11-29T07:28:38Z,2019-11-29T07:28:38Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/246,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ3MTgxMzc0,[pyclaragenomics] Fix wheel liblogging linkage issue occurred in cp3.5,MERGED,2019-11-30T01:09:18Z,2019-12-02T10:07:54Z,2019-12-02T10:07:54Z,2019-12-02T10:07:54Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/248,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ3MTgxOTcy,[pyclaragenomics] Merge patch 0.4.3 changes into 0.5.0,CLOSED,2019-11-30T01:19:56Z,2019-12-02T12:55:05Z,2019-12-02T12:55:05Z,,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/249,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ3NzUxNjU3,[pyclaragenomics] Merge 0.4.3 hotfix into dev-0.5.0,MERGED,2019-12-02T16:50:45Z,2019-12-02T19:43:40Z,2019-12-02T19:43:40Z,2019-12-02T19:43:40Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/250,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ3ODcyODM0,[cudamapper] Perf improvements for cudamapper,MERGED,2019-12-02T18:37:00Z,2019-12-13T15:50:25Z,2019-12-13T15:46:56Z,2019-12-13T15:46:56Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/251,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ4NDM1NTk3,[overlapper] removing self containments,MERGED,2019-12-03T16:45:25Z,2019-12-04T12:44:10Z,2019-12-04T12:44:10Z,2019-12-04T12:44:10Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/252,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ4NDg3NDg4,[CI] Activate the right conda environment in build prep script,MERGED,2019-12-03T18:39:32Z,2019-12-09T18:12:46Z,2019-12-09T18:12:45Z,2019-12-09T18:12:45Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/253,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ4OTUxMjgx,[cudamapper] Filtering out most common representations,MERGED,2019-12-04T15:32:55Z,2019-12-11T10:05:28Z,2019-12-11T09:19:06Z,2019-12-11T09:19:05Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/255,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ5MDE5MDYz,Make pafio.py preserve SAM style tags,MERGED,2019-12-04T17:56:18Z,2019-12-12T19:22:21Z,2019-12-12T19:22:21Z,2019-12-12T19:22:21Z,alexomics,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/256,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ5MDQ3MDUy,[ci] nvidia-docker2 runtime is deprecated since 19.3.0.,CLOSED,2019-12-04T19:09:21Z,2019-12-04T19:25:37Z,2019-12-04T19:25:37Z,,rilango,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/257,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ5MDU4MzI5,[ci] nvidia-docker2 runtime is depricated since 19.3.0.,MERGED,2019-12-04T19:37:54Z,2019-12-05T22:31:40Z,2019-12-05T22:31:40Z,2019-12-05T22:31:40Z,rilango,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/258,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ5MTAwNzgw,[CI] Installs only flake8 and not all Python requirements for the style check,MERGED,2019-12-04T21:27:31Z,2019-12-06T01:18:18Z,2019-12-06T01:18:18Z,2019-12-06T01:18:18Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/259,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzQ5NzEwODM1,[env] update cmake to look at conda env when available,MERGED,2019-12-06T00:39:12Z,2019-12-09T03:14:30Z,2019-12-09T03:14:30Z,2019-12-09T03:14:29Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/260,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzUxMjkzNTMz,[cudamapper] No device shrink_to_fit in Index,MERGED,2019-12-10T09:47:02Z,2019-12-12T08:31:04Z,2019-12-11T16:11:28Z,2019-12-11T16:11:28Z,mimaric,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/262,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzUzMDM4NTkx,Create intermediate Fasta index and bgzip files in a separate directory...,CLOSED,2019-12-13T19:35:14Z,2019-12-16T19:14:29Z,2019-12-16T19:14:29Z,,rilango,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/263,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU0NDEyNzU5,[cudamapper] fix read skipping index,CLOSED,2019-12-18T03:53:57Z,2020-02-10T13:03:21Z,2020-02-10T13:03:21Z,,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/264,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU1NDE0MDc5,[README] add CUDA installation pointer,MERGED,2019-12-19T23:09:03Z,2019-12-20T23:04:40Z,2019-12-20T23:04:40Z,2019-12-20T23:04:40Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/266,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU1OTIwNDc1,[pycga] add docstring check,MERGED,2019-12-20T22:02:15Z,2019-12-22T02:23:32Z,2019-12-22T02:23:32Z,2019-12-22T02:23:32Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/267,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU2MDA2MjQ5,[pyclaragenomics] Add Cython style check,MERGED,2019-12-21T14:49:40Z,2019-12-23T13:25:38Z,2019-12-23T13:25:38Z,2019-12-23T13:25:38Z,ohadmo,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/268,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU4NDE3NDM3,Additional flag to skip native optimized during cudapoa compilation,MERGED,2019-12-31T20:27:57Z,2020-01-02T21:53:29Z,2020-01-02T21:53:29Z,2020-01-02T21:53:29Z,rilango,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/269,NVIDIA-Genomics-Research++GenomeWorks.csv
MDExOlB1bGxSZXF1ZXN0MzU5MDUwNTIx,[ci] add python doc generation check,MERGED,2020-01-03T16:44:11Z,2020-01-06T17:58:48Z,2020-01-06T17:58:48Z,2020-01-06T17:58:48Z,tijyojwad,https://github.com/NVIDIA-Genomics-Research/GenomeWorks/pull/270,NVIDIA-Genomics-Research++GenomeWorks.csv
